order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,quantity,discount,sale_price,profit,month
1841,17-01-2023,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,OFF-PA-10002377,70,2,4,76,6,2023-01
1842,14-06-2022,Standard Class,Corporate,United States,Bowling Green,Kentucky,42104,South,Furniture,Chairs,FUR-CH-10000988,120,1,4.2,135.8,15.800000000000011,2022-06
1843,03-03-2022,Second Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,OFF-LA-10001074,40,4,0.8,39.2,-0.8,2022-03
1844,19-03-2022,Second Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Furnishings,FUR-FU-10001986,40,2,0.8,39.2,-0.8,2022-03
1845,15-05-2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10003027,80,3,4.5,85.5,5.5,2023-05
1846,29-08-2023,Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,OFF-PA-10001804,30,6,0.8,39.2,9.200000000000003,2023-08
1847,06-01-2023,Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Furniture,Furnishings,FUR-FU-10004973,30,2,0.8,39.2,9.200000000000003,2023-01
1848,26-12-2022,Same Day,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10002602,330,3,10.8,349.2,19.19999999999999,2022-12
1849,16-08-2023,Same Day,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10004140,10,2,0.3,9.7,-0.3,2023-08
1850,11-11-2022,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Storage,OFF-ST-10000464,30,1,1.5,28.5,-1.5,2022-11
1851,02-02-2023,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Technology,Accessories,TEC-AC-10002253,690,5,16.6,813.4,123.39999999999998,2023-02
1852,25-11-2023,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Paper,OFF-PA-10000528,20,5,1.2,28.8,8.8,2023-11
1853,26-07-2022,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Envelopes,OFF-EN-10000483,90,7,2.2,107.8,17.799999999999997,2022-07
1854,10-02-2022,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Paper,OFF-PA-10003129,80,2,2,98,18,2022-02
1855,23-03-2023,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Storage,OFF-ST-10003442,120,5,7,133,13,2023-03
1856,23-02-2022,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,OFF-AR-10003631,10,3,0.4,9.6,-0.4,2022-02
1857,10-02-2022,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000563,120,5,5.2,124.8,4.799999999999997,2022-02
1858,19-03-2023,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002133,30,4,0.6,29.4,-0.6,2023-03
1859,22-05-2022,First Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Appliances,OFF-AP-10002311,130,2,7,133,3,2022-05
1860,21-07-2022,First Class,Corporate,United States,Bristol,Connecticut,6010,East,Technology,Phones,TEC-PH-10004959,90,1,4,96,6,2022-07
1861,10-08-2023,First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,FUR-BO-10001918,230,2,13,247,17,2023-08
1862,11-07-2023,First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10004896,100,4,4.8,115.2,15.200000000000003,2023-07
1863,11-09-2022,Same Day,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,OFF-ST-10001328,50,4,1,49,-1,2022-09
1864,10-02-2022,Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Tables,FUR-TA-10004575,650,5,29.2,700.8,50.799999999999955,2022-02
1865,11-07-2022,Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10001617,20,3,0.8,19.2,-0.8,2022-07
1866,17-06-2023,Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,TEC-PH-10002824,340,3,7.4,362.6,22.600000000000023,2023-06
1867,21-07-2023,First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Furnishings,FUR-FU-10004460,170,5,8,192,22,2023-07
1868,02-08-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10003309,20,6,0.6,29.4,9.399999999999999,2022-08
1869,07-10-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10002554,70,2,2.4,77.6,7.599999999999994,2023-10
1870,14-12-2023,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10000019,10,1,0.2,9.8,-0.2,2023-12
1871,13-06-2023,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10002067,90,5,4,96,6,2023-06
1872,12-10-2022,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10001215,660,2,24,776,116,2022-10
1873,02-02-2023,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,FUR-TA-10004175,230,1,13.5,256.5,26.5,2023-02
1874,24-11-2023,Standard Class,Consumer,United States,Spokane,Washington,99207,West,Furniture,Tables,FUR-TA-10004767,60,1,3.5,66.5,6.5,2023-11
1875,20-11-2022,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10001685,20,2,1,19,-1,2022-11
1876,26-10-2023,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Bookcases,FUR-BO-10003272,150,1,7.2,172.8,22.80000000000001,2023-10
1877,25-05-2023,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,TEC-PH-10000984,450,3,14.1,455.9,5.899999999999977,2023-05
1878,16-05-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10002880,330,4,7.8,382.2,52.19999999999999,2023-05
1879,15-08-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10002563,280,3,15,285,5,2023-08
1880,12-06-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10001191,60,9,1.4,68.6,8.599999999999994,2022-06
1881,04-03-2022,Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Envelopes,OFF-EN-10002621,30,3,1.5,28.5,-1.5,2022-03
1882,27-05-2023,Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,FUR-CH-10001146,320,7,15.2,364.8,44.80000000000001,2023-05
1883,03-04-2022,Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000689,530,4,16.8,543.2,13.200000000000045,2022-04
1884,15-07-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10001289,200,7,8.8,211.2,11.199999999999989,2023-07
1885,26-05-2023,Second Class,Consumer,United States,Keller,Texas,76248,Central,Office Supplies,Labels,OFF-LA-10003714,10,2,0.4,9.6,-0.4,2023-05
1886,09-06-2023,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10001889,20,3,0.6,29.4,9.399999999999999,2023-06
1887,26-10-2023,First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Fasteners,OFF-FA-10002815,10,2,0.5,9.5,-0.5,2023-10
1888,09-02-2023,First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,OFF-BI-10004519,320,8,20,380,60,2023-02
1889,11-02-2023,First Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,OFF-AP-10004708,110,4,4.8,115.2,5.200000000000003,2023-02
1890,17-04-2022,First Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,FUR-TA-10000617,370,3,12.3,397.7,27.69999999999999,2022-04
1891,11-12-2023,Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Paper,OFF-PA-10001204,10,2,0.3,9.7,-0.3,2023-12
1892,29-10-2023,Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Art,OFF-AR-10003723,0,1,0,0,0,2023-10
1893,21-12-2023,Second Class,Consumer,United States,Port Orange,Florida,32127,South,Office Supplies,Envelopes,OFF-EN-10002621,10,1,0.3,9.7,-0.3,2023-12
1894,11-12-2023,Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,OFF-PA-10000241,20,1,0.6,19.4,-0.6,2023-12
1895,23-02-2022,First Class,Consumer,United States,Charlottesville,Virginia,22901,South,Office Supplies,Art,OFF-AR-10001446,30,3,1.5,28.5,-1.5,2022-02
1896,19-04-2022,Standard Class,Consumer,United States,Missoula,Montana,59801,West,Office Supplies,Binders,OFF-BI-10004632,410,2,9.8,480.2,70.19999999999999,2022-04
1897,15-07-2023,First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10001359,1520,2,71.6,1718.4,198.4000000000001,2023-07
1898,27-01-2023,Second Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,OFF-EN-10001749,30,2,1.5,28.5,-1.5,2023-01
1899,13-06-2022,Second Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10004390,430,4,20.4,489.6,59.60000000000002,2022-06
1900,19-01-2023,Second Class,Consumer,United States,Miami,Florida,33178,South,Furniture,Tables,FUR-TA-10001857,140,3,5.1,164.9,24.900000000000006,2023-01
1901,29-12-2022,Second Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,OFF-ST-10000563,180,6,5.7,184.3,4.300000000000011,2022-12
1902,17-05-2022,First Class,Home Office,United States,Detroit,Michigan,48205,Central,Technology,Phones,TEC-PH-10004924,10,2,0.3,9.7,-0.3,2022-05
1903,27-03-2022,First Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,OFF-PA-10003953,10,1,0.5,9.5,-0.5,2022-03
1904,12-02-2022,First Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Chairs,FUR-CH-10000155,430,2,14.4,465.6,35.60000000000002,2022-02
1905,28-03-2022,First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,TEC-AC-10003116,20,2,1.2,28.8,8.8,2022-03
1906,25-06-2023,First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,OFF-ST-10002743,770,8,27.3,882.7,112.70000000000005,2023-06
1907,11-01-2023,Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,OFF-BI-10001757,0,2,0,0,0,2023-01
1908,26-08-2022,Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,OFF-BI-10000069,30,6,0.9,29.1,-0.9,2022-08
1909,08-01-2022,First Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10004093,120,4,2.8,137.2,17.19999999999999,2022-01
1910,19-05-2023,Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,FUR-FU-10001037,20,2,0.6,19.4,-0.6,2023-05
1911,08-11-2022,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10003832,80,3,4,96,16,2022-11
1912,07-08-2022,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001878,240,7,8.1,261.9,21.899999999999977,2022-08
1913,04-02-2023,Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Machines,TEC-MA-10003674,520,3,12,588,68,2023-02
1914,19-05-2023,First Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,TEC-AC-10003628,130,5,4.5,145.5,15.5,2023-05
1915,29-01-2022,Standard Class,Home Office,United States,Boynton Beach,Florida,33437,South,Office Supplies,Labels,OFF-LA-10003190,0,2,0,0,0,2022-01
1916,14-05-2022,Standard Class,Home Office,United States,Boynton Beach,Florida,33437,South,Office Supplies,Art,OFF-AR-10002280,20,3,0.6,19.4,-0.6,2022-05
1917,24-05-2022,Standard Class,Home Office,United States,Boynton Beach,Florida,33437,South,Office Supplies,Labels,OFF-LA-10001569,10,3,0.3,9.7,-0.3,2022-05
1918,15-08-2022,Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Art,OFF-AR-10001573,10,5,0.2,9.8,-0.2,2022-08
1919,23-01-2023,Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10001809,280,2,9,291,11,2023-01
1920,17-12-2022,First Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Binders,OFF-BI-10003091,800,5,27,873,73,2022-12
1921,29-12-2023,First Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Chairs,FUR-CH-10003981,400,2,9.2,450.8,50.80000000000001,2023-12
1922,29-09-2022,Standard Class,Corporate,United States,Reading,Pennsylvania,19601,East,Office Supplies,Storage,OFF-ST-10002562,20,2,0.4,19.6,-0.4,2022-09
1923,06-02-2023,Second Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Phones,TEC-PH-10004345,720,9,43,817,97,2023-02
1924,01-06-2023,Second Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Art,OFF-AR-10000588,40,3,1.5,48.5,8.5,2023-06
1925,15-04-2022,Second Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10003039,70,3,1.8,88.2,18.200000000000003,2022-04
1926,25-05-2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10001908,170,2,10,190,20,2022-05
1927,02-01-2022,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001198,160,3,3.6,176.4,16.400000000000006,2022-01
1928,14-08-2023,First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,OFF-PA-10004071,80,2,3.6,86.4,6.400000000000006,2023-08
1929,04-06-2023,Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10001972,10,1,0.3,9.7,-0.3,2023-06
1930,19-02-2022,Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10004180,40,1,2.5,47.5,7.5,2022-02
1931,07-09-2022,Second Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10004165,590,3,33,627,37,2022-09
1932,28-06-2023,Second Class,Consumer,United States,Scottsdale,Arizona,85254,West,Technology,Phones,TEC-PH-10002483,240,1,5.4,264.6,24.600000000000023,2023-06
1933,15-05-2022,Second Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,FUR-BO-10000468,140,3,4.5,145.5,5.5,2022-05
1934,12-04-2022,Second Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,FUR-FU-10001706,20,5,0.4,19.6,-0.4,2022-04
1935,07-02-2022,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10003129,210,5,7.2,232.8,22.80000000000001,2022-02
1936,04-10-2022,Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,TEC-AC-10001284,140,8,3.4,166.6,26.599999999999994,2022-10
1937,28-03-2023,Second Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10002268,10,3,0.4,9.6,-0.4,2023-03
1938,08-04-2022,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,OFF-BI-10002082,20,2,0.6,19.4,-0.6,2022-04
1939,04-06-2022,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Storage,OFF-ST-10001505,20,7,1.5,28.5,8.5,2022-06
1940,13-11-2023,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,OFF-BI-10001634,10,4,0.3,9.7,-0.3,2023-11
1941,03-01-2022,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Furniture,Chairs,FUR-CH-10004287,580,3,33,627,47,2022-01
1942,04-03-2023,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,OFF-LA-10004544,40,4,2,48,8,2023-03
1943,01-03-2022,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Storage,OFF-ST-10004507,30,2,0.9,29.1,-0.9,2022-03
1944,20-05-2022,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,OFF-BI-10002012,0,9,0,0,0,2022-05
1945,22-11-2023,Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Technology,Accessories,TEC-AC-10001109,90,4,4,96,6,2023-11
1946,23-10-2022,Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Paper,OFF-PA-10000809,10,2,0.2,9.8,-0.2,2022-10
1947,18-11-2022,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000658,20,2,0.8,19.2,-0.8,2022-11
1948,20-08-2023,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10001196,10,2,0.4,9.6,-0.4,2023-08
1949,20-11-2022,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Tables,FUR-TA-10001889,230,1,7.5,242.5,12.5,2022-11
1950,03-04-2023,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10000358,10,1,0.5,9.5,-0.5,2023-04
1951,04-10-2022,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004970,20,8,0.9,29.1,9.100000000000001,2022-10
1952,29-04-2022,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10003885,160,3,8,192,32,2022-04
1953,21-03-2022,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001641,20,6,0.4,19.6,-0.4,2022-03
1954,11-05-2023,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10003379,1190,5,38.4,1241.6,51.59999999999991,2023-05
1955,24-05-2023,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10004582,0,3,0,0,0,2023-05
1956,02-03-2023,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002842,210,2,4.8,235.2,25.19999999999999,2023-03
1957,08-02-2023,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10000109,140,3,6.8,163.2,23.19999999999999,2023-02
1958,02-05-2023,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003893,20,4,0.4,19.6,-0.4,2023-05
1959,05-01-2023,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10003669,20,3,0.4,19.6,-0.4,2023-01
1960,21-01-2023,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,OFF-AP-10004785,30,3,0.6,29.4,-0.6,2023-01
1961,23-12-2022,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10003023,270,5,15,285,15,2022-12
1962,19-10-2022,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10002217,90,6,4.4,105.6,15.599999999999994,2022-10
1963,05-04-2023,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10002954,10,3,0.2,9.8,-0.2,2023-04
1964,05-09-2023,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10002586,20,5,0.4,19.6,-0.4,2023-09
1965,10-06-2022,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10000025,250,3,5.8,284.2,34.19999999999999,2022-06
1966,22-07-2022,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,OFF-AP-10003281,20,2,0.8,19.2,-0.8,2022-07
1967,04-04-2022,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Technology,Phones,TEC-PH-10002103,240,3,14,266,26,2022-04
1968,18-10-2022,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Supplies,OFF-SU-10000898,60,5,3.5,66.5,6.5,2022-10
1969,11-01-2023,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,OFF-PA-10001144,140,3,8.5,161.5,21.5,2023-01
1970,02-06-2022,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,TEC-AC-10004659,230,4,11.6,278.4,48.39999999999998,2022-06
1971,20-12-2022,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,OFF-AR-10004752,10,3,0.5,9.5,-0.5,2022-12
1972,25-06-2023,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Accessories,TEC-AC-10004659,380,7,12.3,397.7,17.69999999999999,2023-06
1973,30-04-2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10001249,10,4,0.4,9.6,-0.4,2023-04
1974,05-02-2022,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Fasteners,OFF-FA-10003059,0,2,0,0,0,2022-02
1975,21-06-2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10002718,40,3,0.8,39.2,-0.8,2023-06
1976,05-07-2023,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Office Supplies,Storage,OFF-ST-10001522,260,3,5.6,274.4,14.399999999999977,2023-07
1977,27-09-2022,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Technology,Phones,TEC-PH-10002352,1310,5,69.5,1320.5,10.5,2022-09
1978,05-06-2023,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Chairs,FUR-CH-10003774,470,6,11,539,69,2023-06
1979,05-01-2022,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10000127,10,2,0.2,9.8,-0.2,2022-01
1980,18-07-2022,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Chairs,FUR-CH-10004086,800,4,37.2,892.8,92.79999999999995,2022-07
1981,28-09-2023,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,OFF-ST-10001228,40,4,2,38,-2,2023-09
1982,17-01-2022,Second Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10004187,0,2,0,0,0,2022-01
1983,27-03-2022,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,TEC-PH-10003811,430,4,14.4,465.6,35.60000000000002,2022-03
1984,22-05-2023,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,OFF-AP-10000240,280,6,12.8,307.2,27.19999999999999,2023-05
1985,01-07-2022,Second Class,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,FUR-FU-10001940,20,3,0.4,19.6,-0.4,2022-07
1986,16-06-2022,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,OFF-PA-10000575,30,4,0.6,29.4,-0.6,2022-06
1987,20-10-2023,First Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,TEC-CO-10001449,1200,4,72,1368,168,2023-10
1988,14-04-2022,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10002393,20,3,0.6,19.4,-0.6,2022-04
1989,09-02-2023,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Furniture,Tables,FUR-TA-10002855,870,7,51,969,99,2023-02
1990,29-01-2022,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,OFF-EN-10000781,30,3,1.2,28.8,-1.2,2022-01
1991,17-04-2022,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10002160,20,3,1,19,-1,2022-04
1992,16-07-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004970,0,4,0,0,0,2023-07
1993,04-11-2022,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,OFF-LA-10003923,60,6,1.4,68.6,8.599999999999994,2022-11
1994,05-11-2023,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10002257,10,2,0.3,9.7,-0.3,2023-11
1995,22-11-2022,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,OFF-FA-10004395,10,3,0.4,9.6,-0.4,2022-11
1996,25-01-2023,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,OFF-AP-10002534,260,5,8.7,281.3,21.30000000000001,2023-01
1997,03-08-2022,Second Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Furnishings,FUR-FU-10004020,10,4,0.3,9.7,-0.3,2022-08
1998,27-05-2023,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,OFF-LA-10002787,20,4,1,19,-1,2023-05
1999,06-09-2022,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,TEC-PH-10003645,140,1,3.2,156.8,16.80000000000001,2022-09
2000,17-04-2023,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,TEC-PH-10001615,110,5,4.2,135.8,25.80000000000001,2023-04
2001,20-12-2023,Standard Class,Consumer,United States,Pasadena,California,91104,West,Technology,Accessories,TEC-AC-10001767,170,5,4,196,26,2023-12
2002,29-10-2022,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Art,OFF-AR-10001221,30,7,1.2,38.8,8.799999999999997,2022-10
2003,16-07-2022,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,OFF-ST-10000563,100,3,3,97,-3,2022-07
2004,11-09-2022,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10001146,290,5,15,285,-5,2022-09
2005,02-07-2023,Standard Class,Home Office,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,OFF-BI-10004738,10,3,0.4,9.6,-0.4,2023-07
2006,08-03-2022,Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Office Supplies,Art,OFF-AR-10000034,30,7,1.5,28.5,-1.5,2022-03
2007,05-11-2023,Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Technology,Accessories,TEC-AC-10000290,40,7,2.5,47.5,7.5,2023-11
2008,16-10-2023,First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Bookcases,FUR-BO-10003034,150,2,7.2,172.8,22.80000000000001,2023-10
2009,19-12-2023,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Art,OFF-AR-10001315,0,3,0,0,0,2023-12
2010,10-03-2023,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Appliances,OFF-AP-10002118,270,2,6.6,323.4,53.39999999999998,2023-03
2011,10-07-2022,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,OFF-PA-10002137,20,4,0.4,19.6,-0.4,2022-07
2012,16-06-2022,Same Day,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10001606,150,2,6.4,153.6,3.5999999999999943,2022-06
